CarTitle,ImageURL,Price,Rating,PageDirectionLink,carPassenger,carTransmission Type,carSpecification
Forte_E350cargoboxtruck or,https://mediaim.expedia.com/cars/1101/b617f137-5609-4e3b-9871-0815dc93ab3d.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$77,3.30,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvolEC1Jzyo6W-yV4tvZnNf59OlyyvvWRUNpvTcejUO8k3YNUnlG2mIyjgUkLDRsr1q0&dailyPriceShown=77.42&totalPriceShown=111.7&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,2,Automatic,Compact Commercial Van/Truck
Kia_Seltos or,https://mediaim.expedia.com/cars/1101/39a2e74e-72a0-4c6a-b502-597ac8a8bfdb.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$78,3.30,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvokYfpHuiByy4QLVQiBF1xjPFJx9V5dqnBP-14uXRRkkkYW1OLJ7MGW7zI15CY6XLH4&dailyPriceShown=77.63&totalPriceShown=111.98&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,5,Automatic,Compact SUV
NISSAN QASHQAI,https://mediaim.expedia.com/cars/2/b6fd169c-e74e-42a4-9a6a-38bd07941b23.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$86,1.95,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvoklD0Xxhnj5JTnPc3UzJwExHbMTKxOuE6Rfcf-5GGtIfahMqJafoiMogIOvzYIDF-o&dailyPriceShown=85.78&totalPriceShown=112.05&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize SUV
Nissan_Rogue or,https://mediaim.expedia.com/cars/1101/e3603387-84db-4c60-9da7-ebbffb7f05c2.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$78,3.30,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvokYfpHuiByy4QLVQiBF1xjP1cVt9ELJNxO6lVS3eoZyHIW1OLJ7MGW7zI15CY6XLH4&dailyPriceShown=78.24&totalPriceShown=112.78&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize SUV
Kia Rio,https://mediaim.expedia.com/cars/1093/ca3df899-de3a-4afb-8ccd-79c1fee65149.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$113,3.20,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQH6ErJ9XL3akGV1vvV2n0l77KeIxuTbMyzagwVk5Hh-w7exORvbQL0Ibn-d7T909SGBEJJHz9q9WQOKYvqQzbtw&dailyPriceShown=113.32&totalPriceShown=113.32&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=171.17&isCaliforniaUser=false,5,Automatic,Economy
Compact or,https://mediaim.expedia.com/cars/43/11e16fec-15a8-4983-8975-2e7559ef727a.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$85,3.75,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonKM3RUSi8dpxgcSdxNHRZoSl53mKYUoS_ucR_AjOo9pEQKTcV_H0xwec2Wv7rRFLA&dailyPriceShown=85.49&totalPriceShown=113.68&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=114.32&isCaliforniaUser=false,5,Automatic,Special
Hyundai Kona,https://mediaim.expedia.com/cars/6/14101851-83f9-4fe9-8b51-4bae9fcf5470.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$84,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvoltWcn5Dwd0LmVtqBxx5aAP9lLVVfjTGoB-Gq8p_IQQ71cu73GfY408JyTYROc80J8&dailyPriceShown=84.14&totalPriceShown=113.98&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,5,Automatic,Compact SUV
Nissan Altima,https://mediaim.expedia.com/cars/69/361e4892-00b8-460c-8a28-56f2730aceff.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$79,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwC3Kqp7cOCq4g8TDIHy59c2qEKOhXHxFiKfUedoq8tthI&dailyPriceShown=79.06&totalPriceShown=114.11&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=156.08&isCaliforniaUser=false,5,Automatic,Premium
Vw Jetta,https://mediaim.expedia.com/cars/6/59ad3ead-e1df-4a8d-8424-bddedb039018.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$85,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvoltWcn5Dwd0LmVtqBxx5aAPdNmwhbxC4luwH2qT-JP6elcu73GfY408JyTYROc80J8&dailyPriceShown=84.86&totalPriceShown=114.94&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard
Chevrolet Malibu,https://mediaim.expedia.com/cars/38/221c13d6-9b20-4f10-b3c6-53767ea8db09.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$87,4.00,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol5BUBUT44V095l4mDb0pMcWQbupF_jY8uUfkOqAWhHyHV4uvAGYMxC_PxKzKbxsek&dailyPriceShown=87.03&totalPriceShown=115.41&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize
Chevrolet Malibu,https://mediaim.expedia.com/cars/38/d9f2b096-9ccb-4162-9b2b-4c14e41e73bd.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$87,4.00,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol5BUBUT44V095l4mDb0pMcMxl-J9Bc6R4UxbVjaCgcUXV4uvAGYMxC_PxKzKbxsek&dailyPriceShown=87.03&totalPriceShown=115.41&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard
Toyota Camry,https://mediaim.expedia.com/cars/6/05a321e1-fd67-4ebc-8c89-bbf4b7b4743b.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$86,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvoltWcn5Dwd0LmVtqBxx5aAPnNmqwx-JkItJXSdfrUj71Fcu73GfY408JyTYROc80J8&dailyPriceShown=85.59&totalPriceShown=115.91&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize
Compact or,https://mediaim.expedia.com/cars/45/a0b585dd-d190-4fd3-b5ec-fd629b7d814a.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$88,3.80,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvon8tSBHuFetCgNauf8EimqXWl39eIRNjunsKuKZQ052Kws2R1W_Pw4ey8EWevJwgEs&dailyPriceShown=87.55&totalPriceShown=116.35&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=114.32&isCaliforniaUser=false,4,Automatic,Special
Hyundai Sonata,https://mediaim.expedia.com/cars/43/d5c8fe4e-0dd1-43fb-8ca0-63e8c1f092f3.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$88,3.75,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonKM3RUSi8dpxgcSdxNHRZoORQLizvqQW_6w-37vdKPV0QKTcV_H0xwec2Wv7rRFLA&dailyPriceShown=87.57&totalPriceShown=116.38&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize
Compact or,https://mediaim.expedia.com/cars/6/3d76d968-ee2f-4645-a9f2-d7aa62f04f60.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$86,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvoltWcn5Dwd0LmVtqBxx5aAP5GK2Hscl_-Di1jmiTptubFcu73GfY408JyTYROc80J8&dailyPriceShown=86.14&totalPriceShown=116.64&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=114.32&isCaliforniaUser=false,5,Automatic,Special
Ford Escape,https://mediaim.expedia.com/cars/38/43ad9ad3-64ad-4f48-a557-9c5586d22ad7.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$91,4.00,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol5BUBUT44V095l4mDb0pMcsXr8C7LL2L5KPakfaDyfd3V4uvAGYMxC_PxKzKbxsek&dailyPriceShown=90.66&totalPriceShown=120.15&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize SUV
Kia Forte,https://mediaim.expedia.com/cars/1093/72bf21db-ea26-491e-9732-704a8e72b773.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$120,3.20,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQH6ErJ9XL3akGV1vvV2n0l77KeIxuTbMyzagwVk5Hh-w095UVPqv1EMnFEVH5foAuGBEJJHz9q9WQOKYvqQzbtw&dailyPriceShown=120.18&totalPriceShown=120.18&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize
Nissan Versa,https://mediaim.expedia.com/cars/1093/96d30717-87c2-4e5e-9312-3ef4081d0adf.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$120,3.20,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQH6ErJ9XL3akGV1vvV2n0l5oKh2TcIH8wmUAVB5ohTizYSOP9Uvvv805WGjOnFumspL1Zb4XPxRyTlcdIpF-Abg&dailyPriceShown=120.18&totalPriceShown=120.18&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=171.17&isCaliforniaUser=false,5,Automatic,Economy
Toyota Rav,https://mediaim.expedia.com/cars/69/a1a3364e-e015-437a-a263-3f0f22e6a3cd.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$84,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol4JGWCEJ8kxtVGiqJbdgrjLBPleWF2c1xOW6Q-dsYO6qEKOhXHxFiKfUedoq8tthI&referenceTotalShown=127.0&dailyPriceShown=84.06&totalPriceShown=120.78&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize SUV
Suzuki Jimny,https://mediaim.expedia.com/cars/logos/EY.png,$84,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol4JGWCEJ8kxtVGiqJbdgrjAS_taKEdkZAfpuQ48PcK4KEKOhXHxFiKfUedoq8tthI&referenceTotalShown=127.0&dailyPriceShown=84.06&totalPriceShown=120.78&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=171.17&isCaliforniaUser=false,4,Automatic,Economy SUV
Toyota Rav4,https://mediaim.expedia.com/cars/43/b586f552-8a8e-4395-8267-6ed6065ca244.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$91,3.75,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonKM3RUSi8dpxgcSdxNHRZoVzHVBgClcRhjzGPxTF4XuUQKTcV_H0xwec2Wv7rRFLA&dailyPriceShown=91.19&totalPriceShown=121.09&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize SUV
Nissan Sentra,https://mediaim.expedia.com/cars/1093/43734a72-23d6-4192-a0d5-d0ea46b3518e.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$121,3.20,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQH6ErJ9XL3akGV1vvV2n0l5oKh2TcIH8wmUAVB5ohTiw4-YY_hl6lHf_NWrqDh_gxpL1Zb4XPxRyTlcdIpF-Abg&dailyPriceShown=121.38&totalPriceShown=121.38&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard
Dodge Charger,https://mediaim.expedia.com/cars/43/7a6ee45c-451b-4787-a1be-73b8f55ce2f5.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$91,3.75,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonKM3RUSi8dpxgcSdxNHRZoePTRBCsyoQptGDVahOQ5oUQKTcV_H0xwec2Wv7rRFLA&dailyPriceShown=91.43&totalPriceShown=121.39&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=156.08&isCaliforniaUser=false,5,Automatic,Premium
Nissan_Kick or,https://mediaim.expedia.com/cars/43/6edb062d-230b-4e21-856e-fe8479fc31cd.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$92,3.75,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonKM3RUSi8dpxgcSdxNHRZoa14NsoeSUsVzSHLv0rErxUQKTcV_H0xwec2Wv7rRFLA&dailyPriceShown=91.95&totalPriceShown=122.07&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,5,Automatic,Compact SUV
Toyota Rav4,https://mediaim.expedia.com/cars/6/141d265b-665b-4656-834a-dad52c4ecc53.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$91,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvoltWcn5Dwd0LmVtqBxx5aAPV_Em6m_1bI1O7WEh9zbDpFcu73GfY408JyTYROc80J8&dailyPriceShown=90.67&totalPriceShown=122.65&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize SUV
Volkswagen Jetta,https://mediaim.expedia.com/cars/45/7c465632-0d05-47a7-9f8a-b3949a52cad5.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$93,3.80,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvon8tSBHuFetCgNauf8EimqXsnY2lQywipq2legMeR5yLAs2R1W_Pw4ey8EWevJwgEs&dailyPriceShown=93.2&totalPriceShown=123.7&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard
